,BARLOCINI BAR AND LOUNGE,BAR,AGEGE LAGOS,AGEGE,AGEGE,SW,NIGERIA,J8CJ+Q8 Lagos,8054053238,"16 Emiloju St, behind Stadium, Agege, Lagos"
,PETER SUNDAY RESTAURANT ,RESTAURANT ,106101 EPE ,EPE,EPE,SW,NIGERIA,HXJ7+QF Epe,9078256663,"118 Lagos Road, 106101, Epe"
,OLAMI KITCHEN ,RESTAURANT ,100001 EPE ,EPE,NOFORIJA IMOKUN ,SW,NIGERIA,HXCC+5M Epe,8078774029,"No 3 noforija imokun Epe lagos Epe, 100001, Epe"
,YETFAT CATERING SERVICE ,RESTAURANT ,106101 EPE ,EPE,EPE,SW,NIGERIA,HXQ7+9W Epe,7040675000,"Uncle TOA's Place,Papa, 20 Baptist Mission Street, 106101, Epe"
,YETUNDE HADEQAH RESTAURANT ,RESTAURANT ,EPE ,EPE,EPE,SW,NIGERIA,HXPM+RJ Epe,7045702678,"4 MUSA, Owolabi Giwa St, Epe"
,LOVETH RESTAURANT ,RESTAURANT ,106101 EPE ,EPE,EPE,SW,NIGERIA,HXR7+6V Epe,9027039291,"PAPA, 2 Shakiru Tobun St, 106101, Epe"
,SKOLAH KITCHEN ,RESTAURANT ,106101 EPE ,EPE,EPE,SW,NIGERIA,HXHF+VH Epe,8026702844,"10 Lagos Road, 106101, Epe"
,GANIYAT OMODOLAPO RESTAURANT ,RESTAURANT ,106101 EPE ,EPE ,EPE,SW,NIGERIA,HXPM+3H Epe,8135210949,"10 Oke - Balogun St, 106101, Epe"
FESTAC,,,,,,,,,,
,NKECHI BAR & RESTAURANT ,BAR ,FESTAC TOWN ,FESTAC  TOWN ,FESTAC ,SW,NIGERIA,F77P+R5 Lagos,8026231455,"Road C Close, Festac Town, 22 22 Rd, Lagos"
,MESS 1 RESTAURANT ,RESTAURANT ,FESTAC TOWN ,FESTAC  TOWN ,FESTAC ,SW,NIGERIA,F78F+26 Lagos,8038386667,"71 Rd, Festac Town 102102, Lagos"
,CLADON ,BAR ,FESTAC TOWN LAGOS ,FESTAC  TOWN ,FESTAC ,SW,NIGERIA,F7CW+V4 Lagos,8142414700,"1st Avenue plot 03 opp, 112 Road, E Cl, Festac Town, Lagos"
,WOODY'S LOUNGE ,LOUNGE ,FESTAC TOWN LAGOS ,FESTAC  TOWN ,FESTAC ,SW,NIGERIA,F7HQ+8M Lagos,8133663551,"1st Avenue, opposite R Close, Festac Town, Lagos"
,LAKESIDE CHILL ,BAR AND CHILL,300001 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F78M+HC Lagos,7012072081,"26, amuo origin road, festac, Festac Town 300001, Lagos"
,KANDOS RESTAURANT AND BAR ,BAR ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79G+CX Lagos,8113868663,"Road 29 52 Rd, Festac Town 102102, Lagos"
,KALABASH NATIVE RESTAURANT ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F78X+M8 Lagos,8178325358,"plot 4 1st Ave, Festac Town 102102, Lagos"
,DYNASTY SPORTS BAR & LOUNGE ,BAR ,AMUWO ODOFIN ESTATE ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F883+9J Lagos,8186532193,"Festival Mall, Amuwo Odofin Estate, Lagos"
,NATIVE FOODS RESTAURANT ,RESTAURANT ,FESTAC TOWN LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79P+33 Lagos,9082400000,"32/41 Road Junction, Festac Town, Lagos"
,TANTALIZERS FESTAC ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7CF+4J Lagos,8163544920,"23 Rd, Festac Town 102102, Lagos"
,KFC FESTAC ,FAST FOOD RESTAURANT ,100001 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7GG+H5 Lagos,8063512718,"23 Rd, Festac Town 100001, Lagos"
,CHILLERS BAR AND RESTAURANT ,BAR ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F8C5+QH Lagos,8184915981,"6 Ausbeth Ajagu St, Amuwo Odofin Estate 102102, Lagos"
,ZIZI'S SPORTS BAR AND LOUNGE,BAR ,FESTAC ACCESS ROAD ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79X+6W Lagos,8093828359,"18A PLOT 2018 Lagos, Festac Access Rd, Lagos"
,7 DAYS INN ,BAR,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7GH+9X Lagos,8060163206,"Plot 271 4th Ave, Festac Town 102102, Lagos"
,DOMINOS PIZZA ,PIZZA RESTAURANT ,FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79X+92 Lagos,9038864362,"Plot R, 1st Ave, Festac Town, Lagos"
,BEJOY RESTAURANT ,RESTAURANT ,102102 FESTAC  ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79P+C3 Lagos,8033055291,"32 Rd, Festac Town 102102, Lagos"
,SEASON 7 RESTAURANT ,RESTAURANT ,102102 FESTAC ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79H+Q9 Lagos,7081086406,"52 Rd, Festac Town 102102, Lagos"
,THE PENTAGRAM ,CHINESE RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79W+QF Lagos,8083321298,"15 1st Ave, Festac Town 102102, Lagos"
,AMWO ODOFIN LGA FESTAC TOWN ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79F+PX Lagos,8133889016,"41 Rd, Festac Town 102102, Lagos"
,NIBBLES CUISINE ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79V+MV Lagos,8062526426,"House 2B 112 Road, Festac Town 102102, Lagos"
,MAMA K FOODS ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F78W+P8 Lagos,8027618554,"111 Rd, Festac Town 102102, Lagos"
,PAMELA ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79R+9F Lagos,8038106858,"311 Rd, Festac Town 102102, Lagos"
,GREENLAND KITCHEN ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F78Q+XW Lagos,9120038806,"4 3rd Avenue, M Cl, Festac Town 102102, Lagos"
,PARLIAMENT ,RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79R+9C Lagos,7037162142,"311 Rd, Festac Town 102102, Lagos"
,OGOO'S KITCHEN ,RESTAURANT ,102311 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7JM+5X Lagos,8096506571,"C. Courtesy Garden Cavera 13 Road, 6th Ave, Festac Town 102311, Lagos"
,CHICASA ,PIZZA RESTAURANT ,102102 FESTAC TOWN ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79J+W3 Lagos,9063948808,"House 23 51 Rd, Festac Town 102102, Lagos"
,MEGA CHICKEN ,RESTAURANT ,AMUWO ODOFIN ESTATE ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F8C7+C3 Lagos,8130903543,"Oba Babatunde Gbanko Way Amuwo Odofin Estate Lagos,opp Ago /festac roundabout, Festac Access Rd, Lagos"
,FAITH RESTAURANT ,RESTAURANT ,102102 AMUWO ODOFIN ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F75X+C7 Lagos,8063521436,"87 Old Ojo Rd, Amuwo Odofin 102102, Lagos"
,TASTY CHOPS FOODS AND EVENTS ,RESTAURANT ,FESTAC TOWN LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7GG+25 Lagos,8032056675,"23 Road, V Close, Block 1, Flat 4, Festac Town, Lagos"
,SHAWARMABAE FESTAC ,RESTAURANT ,102312 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7CJ+RV Lagos,8109314331,"41 Road, H Cl, Festac Town 102312, Lagos"
,WINNY'S MEALS ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F76J+X8 Lagos,8028628145,"32-36 2nd Ave, Festac Town 102102, Lagos"
,WELL GUEST RESTAURANT ,CHINESE RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F76J+X4 Lagos,8099908889,"No.36 2nd Ave, Festac Town 102102, Lagos"
,TASTEE FRIED CHICKEN ,RESTAURANT ,102262 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F78P+52 Lagos,8025491222,"22 Road 2nd Ave, Festac Town 102262, Lagos"
,OWOLABI RESTAURANT ,RESTAURANT ,OPPOSITE POLICE POST FESTAC ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F76W+P5 Lagos,7054806523,"Opposite Police Post, Festal, 2nd Ave, Lagos"
,DISHDELISH ,RESTAURANT ,102312 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79Q+CH Lagos,7031319624,"3rd Avenue, L Cl, Festac Town 102312, Lagos"
,THANK GOD RESTAURANT ,RESTAURANT ,102102 AMUWO  ,FESTAC TOWN ,AMUWO  ,SW,NIGERIA,F75X+GP Lagos,8032139528,"Old Ojo Rd, Amuwo 102102, Lagos"
,SHERIFF RESTAURANT ,RESTAURANT ,300001 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79W+R6 Lagos,8029152822,"111 Road, Shop 1, Festac Town 300001, Lagos"
,FOOD FAIRY PLACE ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,AMUWO ,SW,NIGERIA,F73X+9F Lagos,7034642346,"1 Nduka Igbokwe St, Amuwo 102102, Lagos"
,TASTEE FINGERS SHAWARMA ,BARBECUE RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7JQ+49 Lagos,9080272254,"1st Ave, Festac Town 102102, Lagos"
,DOMINOS PIZZA SATELLITE ,PIZZA RESTAURANT ,102262 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F735+W2 Lagos,8112912222,"434 Old Ojo Rd, Amuwo Odofin 102262, Lagos"
,PAYII'S FAST FOOD AND RESTAURANT ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F75W+3M Lagos,8034924097,"5 Ali Balogun Street, Amuwo Odofin 102102, Lagos"
,THEELLANORA KITCHEN ,DOWN HOME RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F7CJ+H6 Lagos,9053665644,"512 road 5th Ave, Amuwo Odofin 102102, Lagos"
,SWEET PEA CATERERS AND CAKES,CAKE CHOP ,102313 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F77J+FW Lagos,8036954523,"1777A, 7th Avenue, opposite G Close, beside Golden Foundation College, Festac Town 102313, Lagos"
,MAGRELLOS FAST FOOD ,FAST FOOD RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F8C5+J8 Lagos,8097993073,"Plot 776 Festac Access Rd, Amuwo Odofin 102102, Lagos"
,MR BIGGS AMUWO,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F8C4+8M Lagos,8087029450,"Peridot Oil and Gas Station, 71 Festac Access Rd, Amuwo Odofin 102102, Lagos"
,MADAM WHITE RESTAURANT ,RESTAURANT ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7CF+35 Lagos,8033809340,"24 Rd, Festac Town 102102, Lagos"
,MAMA OSAHON RESTAURANT ,FISH AND CHIPS TAKE AWAY ,102102 LAGOS ,FESTAC TOWN ,TRADEFAIR COMPLEX ,SW,NIGERIA,F7FG+F8 Lagos,8033765783,"Trade Fair Complex 102102, Lagos"
,FULL HOUSE CLUB AND BAR ,BAR ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7JQ+9JV festac ,8069270015,"F7JQ+9JV, Festac Town 102102, Lagos"
,ADANMA BAR ,BAR ,FESTAC LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F77P+C6 Lagos,8025412571,"Beside A Close, Festac, 22 Rd, Lagos"
,TOURMALINE COCKTAILS,COCKTAIL BAR ,FESTAC LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79C+VM Lagos,9047727329,"7th Avenue, 722 Rd, Festac Town, Festac"
,CRISPEES ,BAR ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7CW+2H Lagos,9084800850,"33 1st Avenue, F Cl, Festac Town 102102, Lagos"
,GRASSHOPPER BAR ,BAR ,102102 LaGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F7FV+7G Lagos,8162099535,"1st Ave, Amuwo Odofin 102102, Lagos"
,POT OF LIFE ,BAR ,AMUWO ODOFIN LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F866+XM Lagos,8122304712,"Block 216 Jakande Estate, Amuwo Odofin, Lagos"
,C.COURTESY GARDEN ,BAR ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7JM+6W Lagos,9037276925,"Cavera 13 Rd, Festac Town 102102, Lagos"
,TAIWO BAR ,BAR ,FESTAC LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F75X+FR Lagos,8162558552,"Mazamaza, 57 Old Ojo Rd, Lagos"
,BRAZILLIAN DOMAIN ,BAR ,102102 LAGOS ,FESTAC TOWN ,AMUWO ODOFIN ,SW,NIGERIA,F886+3J Lagos,8033691566,"Janet Faje Street, Amuwo Odofin Estate 102102, Lagos"
,SUMER GARDEN RESTAURANT ,BAR ,102102 LAGOS ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F79H+V8 Lagos,8033027742,"52 Rd, Festac Town 102102, Lagos"
,SEA PUNCH COCKTAILS ,COCKTAIL BAR ,102312 FESTAC ,FESTAC TOWN ,FESTAC ,SW,NIGERIA,F7JM+XW Lagos,9021736026,"Plot 1024, 6th Ave, opposite Catholic Church of Nativity, Festac Town 102312, Festac"
IKEJA ,,,,,,,,,,
,SIDEWALK LOUNGE & BAR ,BAR ,101233 LAGOS ,IKEJA ,IKEJA ,SW,NIGERIA,J82V+RH Lagos,8161665021,"79/81 Obafemi Awolowo Way, Ikeja 101233, Lagos"
,BITE RESTAURANT & LOUNGE ,RESTAURANT ,OBA AKRAN AVE IKEJA ,IKEJA ,IKEJA ,SW,NIGERIA,J85R+29 Ikeja,9066666611,"Fanis House, 21 Adeniyi Jones Ave, Oba Akran, Ikeja"
,RHAPSODY IKEJA ,RESTAURANT ,IKEJA CITY MALL ,IKEJA ,IKEJA ,SW,NIGERIA,J975+M9 Ikeja,8177777825,"Ikeja City Mall, Obafemi Awolowo Way, Ikeja"
,BHEERHUGS IKEJA ,RESTAURANT ,IIKEJA ,IKEJA ,IKEJA CITY MALL ,SW,NIGERIA,J975+J8 Ikeja,9090002198,ikeja city mall
,LA MANGO RESTAURANT AND LOUNGE IKEJA ,RESTAURANT ,101233 LAGOS ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9F6+F8 Lagos,8082646670,"3A Adekunle Fajuyi Way, Ikeja GRA 101233, Lagos"
,GRIZZLY RESTAURANT ,RESTAURANT ,100212 IKEJA ,IKEJA ,OPEBI,SW,NIGERIA,H9W5+7H Ikeja,9088784391,"2A, Afolabi Awosanya St, Opebi, Ikeja Lagos NG, Avenue, Allen 100212, Ikeja"
,KING SIZE PLACE IKEJA ,RESTAURANT ,101233 IKEJA ,IKEJA ,OREGUN,SW,NIGERIA,H9W8+5F Ikeja,8052071030,"75B Kudirat Abiola Way, Oregun 101233, Ikeja"
,THE PLACE RESTAURANT IKEJA ,RESTAURANT ,IKEJA BRIDGE ,IKEJA ,IKEJA ,SW,NIGERIA,H8VR+4V Ikeja,7048568764,"Aviation Plaza, Ikeja Bridge, Ikeja"
,BESTAB LOUNGE ,BAR ,101233 LAGOS ,IKEJA ,OREGUN,SW,NIGERIA,J975+63 Lagos,7085137718,"6 Kafi St, Oregun 101233, Lagos"
,TRAFFIC LOUNGE AND LODGE ,LOUNGE ,ALLEN AVENUE IKEJA ,IKEJA ,ALLEN AVENUE ,SW,NIGERIA,J942+RC Ikeja,7062025449,"1,Olorunishola street,Off Allen Avenue, Ikeja"
,BARREL LOUNGE ,BAR ,101233 IKEJA ,IKEJA ,OPEBI,SW,NIGERIA,H9V5+G7 Ikeja,9083307642,"1 Irewole St, Opebi 101233, Ikeja"
,BLACKWOOD GRILL AND BAR ,BAR AND GRIL;L ,101233 LAGOS ,IKEJA ,IKEJA ,SW,NIGERIA,J83V+GJ Lagos,8180474973,"11 Olu Akerele St, behind Lagoon Hospital, Ikeja 101233, Lagos"
,BOSSLADY'S LOUNGE ,LOUNGE ,101233 IKEJA ,IKEJA ,OREGUN ,SW,NIGERIA,J927+R8 Ikeja,8091763300,"18 Kudirat Abiola Way, Oregun 101233, Ikeja"
,SHARPNERS LOUNGE AND RESTAURANT ,LOUNGE ,101233 IKEJA ,IKEJA ,AGIDINGBI,SW,NIGERIA,J9G7+P5 Ikeja,9035849185,"Otunba Jobi Fele Way, Agidingbi 101233, Ikeja"
,LIQUID LOUNGE ,BAR ,101233 IKEJA ,IKEJA ,ALLEN  ,SW,NIGERIA,J933+6P Ikeja,8071234567,"Ajayi St, Allen 101233, Ikeja"
,AVIATORS LOUNGE ,BAR AND GRILL ,000079 IKEJA ,IKEJA ,IKEJA ,SW,NIGERIA,H8MP+WQ Lagos,8176900613,"Faan Quarters, Ikeja 000079, Lagos"
,FACE BAR AND LOUNGE ,LOUNGE ,100001 LAGOS ,IKEJA ,IKEJA,SW,NIGERIA,J82V+VV Lagos,9060008910,"110, Awolowo way ikeja ,Lagos Ikeja, 100001, Lagos"
,GABFOL LOUNGE ,LOUNGE ,102214 LAGOS ,IKEJA ,IKEJA,SW,NIGERIA,H8HC+CM Lagos,14482205,"Baba Ponmile St, Ikeja 102214, Lagos"
,GLORIOUS BAR AND LOUNGE,BAR ,ARO-OMO OBA STREET IKEJA ,IKEJA ,IKEJA ,SW,NIGERIA,H8VQ+79 Ikeja,8080804090,"Off Simbiat Abiola Way, Nagonarb, 2 Aro - Omooba Street, Ikeja"
,CIELO LOUNGE & RESTAURANT ,BAR ,101233 IKEJA ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9F4+26 Ikeja,9075220069,"Oduduwa Way, Ikeja GRA 101233, Ikeja"
,CAGEOLIE RESTRO PUB ,RESTAURANT ,101233 IKEJA ,IKEJA ,OBA AKRAN IKEJA ,SW,NIGERIA,J87V+RQ Ikeja,8062880777,"21 Ladipo Oluwole St, Oba Akran 101233, Ikeja"
,CASPER & GAMBINI'S ,RESTAURANT ,OREGUN IKEJA ,IKEJA ,OREGUN ,SW,NIGERIA,J974+HV Ikeja,8170011228,"Ikeja City Mall, Obafemi Awolowo Way, Oregun, Ikeja"
,WHISPERS BAR & LOUNGE ,BAR AND GRILL ,101233 IKEJA ,IKEJA ,ALLEN ,SW,NIGERIA,H8WV+HX Ikeja,8037034758,"Toyin St, Allen 101233, Ikeja"
,CASSIA RESTAURANT AND BAR ,RESTAURANT ,101233 IKEJA ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9P2+2Q Ikeja,8035277809,"37 Joel Ogunnaike St, Ikeja GRA 101233, Ikeja"
,LUNCHEONETTE CUISINE (AMALA+) AND LOUNGE ,RESTAURANT ,101233 IKEJA ,IKEJA ,OBA AKRAN IKEJA ,SW,NIGERIA,J86W+J2 Ikeja,9039932177,"59 Adeniyi Jones Ave, Oba Akran 101233, Ikeja"
,STANDARD RESTAURANT AND BAR ,RESTAURANT ,101233 IKEJA ,IKEJA ,ALLEN IKEJA ,SW,NIGERIA,H8XW+QH Ikeja,8033500594,"12 John Olugbo St, Allen 101233, Ikeja"
,TRUFFLES ,RESTAURANT ,101233 IKEJA ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9G4+WH Ikeja,7039855551,"Ikeja GRA 101233, Ikeja"
,TONETZ BAR ,BAR,101233 LAGOS ,IKEJA ,OPEBI,SW,NIGERIA,H9R5+2W Lagos,8137396994,"No 1 Gbolade Adebanjo Cres, Opebi 101233, Lagos"
,DECAPTAINS LOUNGE ,LOUNGE ,101233 LAGOS ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9P3+CF Ikeja,8085025133,"12 Joel Ogunnaike St, Ikeja GRA 101233, Ikeja"
,HOUSE 30 LOUNGE ,LOUNGE ,ADENIYI JONES AVE IKEJA ,IKEJA ,ADENIYI JONES ,SW,NIGERIA,J87X+24 Ikeja,7033961785,"30A, Abba Johnson Crescent, Akora Villa By Zenith Bank, Adeniyi Jones Ave, Ikeja"
,RODRIGO BAR AND LOUNGE ,BAR ,IKEJA HIGH COURT,IKEJA ,IKEJA,SW,NIGERIA,H8QV+4H Ikeja,7066210021,"29, New Powa Market, Behind Ikeja High Court, Ikeja"
,ELEVEN07 ,BAR,ALLEN IKEJA ,IKEJA ,ALLEN ,SW,NIGERIA,J922+Q9 Ikeja,9066677889,"Adeleke Street,, Allen Ave, Ikeja"
,BLACKROCK RESTAURANT AND BAR ,RESTAURANT ,101233 IKEJA ,IKEJA ,AJAO ROAD IKEJA ,SW,NIGERIA,J83Q+QX Ikeja,9030482774,"11 Ajao Rd, Ikeja 101233, Ikeja"
,CAL'S PLACE RESTAURANT ,RESTAURANT ,101233 IKEJA ,IKEJA ,ALLEN AVENUE ,SW,NIGERIA,J932+V3 Ikeja,14719686,"93 Allen Ave, Allen 101233, Ikeja"
,CARLSBAD LOUNGE AND NIGHT CLUB ,BAR ,101233 IKEJA ,IKEJA ,OBA AKRAN IKEJA ,SW,NIGERIA,J87W+F7 Ikeja,8024273855,"79 Adeniyi Jones Ave, Oba Akran 101233, Ikeja"
,SEVEN EAGLES SPUR ,STEAK HOUSE ,100271 IKEJA ,IKEJA ,OREGUN IKEJA ,SW,NIGERIA,J975+WF Ikeja,12917158,"Ikeja City Mall, Obafemi Awolowo Way, Oregun 100271, Ikeja"
,GOLFER'S HUB ,LOUNGE ,101233 LAGOS ,IKEJA ,OPEBI IKEJA ,SW,NIGERIA,H9P8+MM Lagos,8127130326,"3A Aderoju Adewuyi St, Opebi 101233, Lagos"
,THE ORCHID BISTRO ,BISTRO ,101233 IKEJA ,IKEJA ,IKEJA GRA ,SW,NIGERIA,H9P4+3R Ikeja,8125848463,"58a Isaac John St, Ikeja GRA 101233, Ikeja"
,UPTOWN LOUNGE ,LOUNGE ,101233 IKEJA ,IKEJA ,AGIDINGBI ,SW,NIGERIA,J9J3+PF Ikeja,9135307222,"10 Lateef Jakande Rd, Agidingbi 101233, Ikeja"
